Job_ID,Job_Title,Company,Location,Job_Type,Experience,Salary,Industry,Skills,Posting_Date,Applications
1055,Python Developer,Capgemini,Pune,Internship,Fresher,379561,Consulting,"Pandas, Excel, Azure, SQL, Statistics",2025-08-30,477
1056,Business Analyst,Google,Ahmedabad,Internship,1-3 Years,1277031,Finance,"Python, Azure",2025-09-14,703
1057,SQL Developer,Amazon,Kolkata,Internship,5+ Years,545134,Finance,"NumPy, SQL, Python, Excel",2025-12-13,497
1058,BI Developer,Google,Chennai,Contract,Fresher,1774097,Finance,"Statistics, SQL, NumPy, Pandas, Power BI",2025-01-31,781
1059,Business Analyst,Microsoft,Pune,Internship,5+ Years,1675369,Consulting,"Pandas, Excel, Tableau",2025-10-24,104
1060,Business Analyst,Deloitte,Delhi,Full-time,3-5 Years,1686309,Analytics,"Machine Learning, Pandas, Tableau, NumPy, Power BI",2025-06-18,613
1061,Data Scientist,Wipro,Kolkata,Internship,Fresher,1177031,Analytics,"Tableau, Azure, Power BI, NumPy",2025-01-19,654
1062,Data Engineer,Microsoft,Delhi,Contract,3-5 Years,897773,E-commerce,"Power BI, Tableau, Statistics",2025-06-06,268
1063,Python Developer,TCS,Noida,Contract,3-5 Years,872281,Healthcare,"Tableau, Machine Learning",2025-11-23,743
1064,SQL Developer,Deloitte,Ahmedabad,Full-time,3-5 Years,903794,Healthcare,"NumPy, Machine Learning, Statistics, Pandas",2025-09-18,953
1065,Data Scientist,Amazon,Kolkata,Internship,1-3 Years,2280036,Finance,"SQL, Machine Learning",2025-09-06,235
1066,Python Developer,Accenture,Pune,Internship,Fresher,1076035,Analytics,"Pandas, Python, Excel, Machine Learning, SQL",2025-06-08,377
1067,Data Analyst,Tech Mahindra,Hyderabad,Internship,Fresher,1388642,Healthcare,"Python, Pandas",2025-12-07,585
1068,Python Developer,Accenture,Gurugram,Contract,1-3 Years,1277969,Consulting,"Power BI, Python, Tableau, Pandas, Azure",2025-09-25,98
1069,Business Analyst,Flipkart,Pune,Contract,3-5 Years,505286,Consulting,"Excel, Pandas, NumPy",2025-04-08,105
1070,Data Analyst,Capgemini,Hyderabad,Full-time,5+ Years,738243,Finance,"Pandas, Excel",2025-10-02,107
1071,Python Developer,IBM,Delhi,Internship,Fresher,2052525,IT Services,"Excel, Pandas, Python, Power BI, Azure",2025-10-05,620
1072,Data Engineer,Oracle,Pune,Internship,5+ Years,2406712,Analytics,"Tableau, NumPy, Excel, Power BI",2025-05-19,286
1073,BI Developer,Oracle,Delhi,Full-time,1-3 Years,2295060,IT Services,"NumPy, Pandas, Azure, SQL",2025-12-14,188
1074,SQL Developer,Oracle,Gurugram,Full-time,5+ Years,1686262,E-commerce,"Excel, SQL, Azure",2025-02-03,223
1075,BI Developer,Capgemini,Kolkata,Internship,Fresher,1508548,Healthcare,"Azure, Power BI, Machine Learning",2025-06-07,165
1076,SQL Developer,Google,Pune,Full-time,1-3 Years,1616006,Healthcare,"Azure, Statistics, Tableau, SQL, Power BI",2025-04-09,488
1077,ML Engineer,Wipro,Gurugram,Internship,3-5 Years,1572659,Finance,"Statistics, Azure, NumPy, Python",2025-06-05,785
1078,Data Analyst,Tech Mahindra,Mumbai,Contract,1-3 Years,2166334,Analytics,"Excel, Azure",2025-07-26,682
1079,BI Developer,Amazon,Mumbai,Full-time,3-5 Years,2043058,Finance,"NumPy, Azure, Excel, Statistics",2025-05-12,225
1080,Data Engineer,Amazon,Gurugram,Full-time,Fresher,1269793,Consulting,"Pandas, Azure, Python, Statistics",2025-11-13,680
1081,Data Engineer,Accenture,Gurugram,Contract,5+ Years,498792,IT Services,"Machine Learning, Tableau",2025-07-19,555
1082,Data Engineer,Flipkart,Gurugram,Full-time,5+ Years,813230,E-commerce,"Machine Learning, Statistics",2025-07-09,849
1083,Data Scientist,IBM,Gurugram,Contract,1-3 Years,619120,Finance,"Machine Learning, NumPy, Tableau",2025-03-19,575
1084,BI Developer,Microsoft,Bengaluru,Full-time,Fresher,1566848,Analytics,"Excel, Power BI, Machine Learning, Azure, SQL",2025-09-29,476
1085,ML Engineer,Accenture,Gurugram,Internship,Fresher,838334,IT Services,"Statistics, Azure, Pandas, NumPy, Python",2025-07-05,856
1086,Data Analyst,Flipkart,Kolkata,Internship,Fresher,2083778,IT Services,"NumPy, Pandas, Tableau, Azure",2025-09-28,346
1087,Business Analyst,Microsoft,Hyderabad,Contract,Fresher,721166,Healthcare,"NumPy, SQL, Pandas",2025-11-21,629
1088,Python Developer,Google,Hyderabad,Contract,5+ Years,1411255,Finance,"Power BI, Machine Learning, SQL, Pandas, NumPy",2025-11-29,594
1089,Data Engineer,Cognizant,Chennai,Full-time,5+ Years,1482344,IT Services,"Python, Azure, Excel, Power BI, Pandas",2025-06-23,159
1090,Python Developer,IBM,Mumbai,Contract,5+ Years,1090251,Healthcare,"Azure, Power BI, Excel, Statistics",2025-05-13,156
1091,BI Developer,Wipro,Hyderabad,Full-time,Fresher,784033,Healthcare,"SQL, Machine Learning, NumPy, Azure",2025-04-16,678
1092,Python Developer,HCL,Pune,Internship,3-5 Years,1227184,Consulting,"Python, Power BI, Pandas, Azure",2025-04-17,859
1093,Data Analyst,Deloitte,Noida,Internship,Fresher,2124066,Finance,"Excel, Azure, Statistics, Tableau, Python",2025-07-12,100
1094,Business Analyst,Wipro,Noida,Full-time,5+ Years,1753198,E-commerce,"Statistics, Excel, NumPy, Python",2025-03-31,823
1095,ML Engineer,Deloitte,Gurugram,Contract,Fresher,2166602,IT Services,"Statistics, Azure",2025-09-17,414
1096,ML Engineer,Capgemini,Gurugram,Full-time,5+ Years,1511203,Consulting,"Statistics, Pandas",2025-02-21,21
1097,ML Engineer,TCS,Pune,Full-time,1-3 Years,288897,Consulting,"Power BI, Pandas, Python",2025-05-21,67
1098,Python Developer,Amazon,Gurugram,Internship,5+ Years,910530,Finance,"Power BI, NumPy, Azure",2025-11-02,764
1099,Data Scientist,Capgemini,Hyderabad,Full-time,Fresher,2336898,Consulting,"Statistics, Machine Learning, Tableau, Pandas",2025-12-09,333
1100,Data Analyst,Capgemini,Bengaluru,Internship,Fresher,855409,Finance,"NumPy, Statistics",2025-01-15,785
1101,Data Scientist,Wipro,Hyderabad,Full-time,3-5 Years,1184070,IT Services,"SQL, Azure, Pandas, Excel, Statistics",2025-11-03,881
1102,Data Engineer,Wipro,Ahmedabad,Contract,Fresher,1556235,Finance,"Tableau, Power BI, Machine Learning, Pandas, Azure",2025-10-02,379
1103,Business Analyst,Deloitte,Delhi,Contract,1-3 Years,777781,Consulting,"Power BI, Excel, SQL",2025-11-11,766
1104,SQL Developer,HCL,Ahmedabad,Full-time,1-3 Years,1198849,Analytics,"Tableau, Machine Learning, Pandas",2025-02-18,689
1105,BI Developer,Google,Pune,Internship,5+ Years,1821902,E-commerce,"Azure, Python, Statistics",2025-10-30,652
1106,Python Developer,Wipro,Bengaluru,Full-time,Fresher,1247528,Consulting,"Machine Learning, Python, Pandas, Excel, Power BI",2025-01-25,197
1107,SQL Developer,Deloitte,Noida,Internship,3-5 Years,2094919,IT Services,"NumPy, Machine Learning, Azure, SQL",2025-11-18,266
1108,Data Engineer,Google,Kolkata,Internship,Fresher,1686024,Healthcare,"SQL, Machine Learning, Statistics, NumPy",2025-06-24,31
1109,Data Scientist,Infosys,Noida,Internship,Fresher,754481,Healthcare,"Power BI, Machine Learning, Tableau, Excel",2025-10-06,451
1110,Business Analyst,Amazon,Kolkata,Full-time,5+ Years,2392889,Consulting,"Excel, Python, Azure",2025-10-11,756
1111,Data Scientist,IBM,Kolkata,Contract,Fresher,2486219,Analytics,"NumPy, Power BI, Machine Learning",2025-07-01,167
1112,Data Scientist,Oracle,Ahmedabad,Full-time,1-3 Years,2028450,Consulting,"Python, Statistics, Tableau, Excel",2025-02-21,927
1113,SQL Developer,Flipkart,Delhi,Internship,3-5 Years,820928,E-commerce,"Python, SQL, Tableau, Machine Learning",2025-09-25,574
1114,BI Developer,Accenture,Ahmedabad,Contract,Fresher,498396,Finance,"Power BI, Pandas, Azure",2025-12-09,787
1115,SQL Developer,Google,Pune,Contract,5+ Years,1889971,Healthcare,"Excel, Machine Learning, SQL",2025-05-05,236
1116,Data Scientist,Flipkart,Chennai,Full-time,1-3 Years,1113318,Finance,"Tableau, Machine Learning, Python",2025-05-22,657
1117,BI Developer,Cognizant,Hyderabad,Contract,5+ Years,1223838,E-commerce,"Tableau, SQL, Pandas, NumPy, Python",2025-03-02,906
1118,BI Developer,TCS,Chennai,Internship,Fresher,2206750,Finance,"Pandas, Tableau, Excel",2025-06-24,540
1119,Business Analyst,Microsoft,Ahmedabad,Contract,3-5 Years,1262054,E-commerce,"Statistics, Azure, Python, Machine Learning, Pandas",2025-02-22,890
1120,BI Developer,Flipkart,Gurugram,Contract,3-5 Years,2010120,E-commerce,"Machine Learning, SQL, Python, Pandas",2025-05-24,735
1121,Python Developer,IBM,Delhi,Full-time,5+ Years,1364653,IT Services,"NumPy, Statistics, Azure, Python, Tableau",2025-09-06,115
1122,Business Analyst,IBM,Hyderabad,Full-time,1-3 Years,1762888,Healthcare,"Statistics, Python, Machine Learning, Pandas, Excel",2025-10-30,877
1123,Data Analyst,Tech Mahindra,Chennai,Contract,Fresher,1156135,Healthcare,"Python, Machine Learning, SQL",2025-08-24,304
1124,Data Analyst,Microsoft,Delhi,Internship,3-5 Years,1693049,Analytics,"Tableau, Pandas, Python",2025-07-31,337
1125,BI Developer,Google,Pune,Full-time,3-5 Years,1933261,Analytics,"Pandas, SQL, Machine Learning",2025-08-23,365
1126,Python Developer,Capgemini,Gurugram,Full-time,Fresher,1953161,Analytics,"Power BI, Statistics, Excel, Azure, Machine Learning",2025-11-12,502
1127,ML Engineer,Google,Delhi,Internship,1-3 Years,956921,Analytics,"SQL, Excel",2025-06-29,600
1128,BI Developer,Google,Kolkata,Contract,1-3 Years,1919212,Healthcare,"Excel, SQL",2025-06-08,97
1129,SQL Developer,Amazon,Gurugram,Full-time,3-5 Years,2484841,Analytics,"Power BI, Statistics, SQL, NumPy, Machine Learning",2025-12-31,839
1130,Business Analyst,Capgemini,Noida,Internship,Fresher,1281394,Healthcare,"Tableau, Python, Pandas",2025-05-31,234
1131,Python Developer,Accenture,Noida,Internship,1-3 Years,859754,IT Services,"Excel, Python, Pandas, Statistics",2025-12-22,454
1132,Python Developer,Tech Mahindra,Pune,Contract,5+ Years,1873630,E-commerce,"Machine Learning, Tableau, Statistics, Power BI",2025-08-01,378
1133,ML Engineer,Cognizant,Mumbai,Full-time,1-3 Years,1599150,E-commerce,"NumPy, Power BI, SQL",2025-05-01,944
1134,Data Engineer,Cognizant,Mumbai,Full-time,1-3 Years,1711055,E-commerce,"Pandas, Tableau, Python",2025-09-17,476
1135,Data Engineer,Deloitte,Ahmedabad,Internship,Fresher,968657,IT Services,"NumPy, Python, Machine Learning, Excel, Pandas",2025-11-13,156
1136,ML Engineer,Infosys,Gurugram,Contract,3-5 Years,365666,E-commerce,"Statistics, Power BI, Azure, SQL, Machine Learning",2025-02-02,467
1137,BI Developer,Capgemini,Noida,Contract,5+ Years,854957,Healthcare,"Python, Azure, Machine Learning, Tableau",2025-06-08,127
1138,Business Analyst,Cognizant,Chennai,Contract,1-3 Years,1066291,Consulting,"Power BI, Python, Pandas",2025-02-06,751
1139,ML Engineer,Infosys,Hyderabad,Internship,5+ Years,1959490,Finance,"Power BI, Machine Learning, Azure, Python, Pandas",2025-03-03,368
1140,SQL Developer,Flipkart,Gurugram,Internship,Fresher,1024127,Analytics,"Excel, Azure, Machine Learning, Pandas, Statistics",2025-04-01,88
1141,Data Engineer,Google,Hyderabad,Contract,3-5 Years,335566,Healthcare,"NumPy, Python",2025-06-23,704
1142,Business Analyst,Wipro,Bengaluru,Contract,Fresher,269549,Analytics,"Tableau, Python, Machine Learning, Statistics, NumPy",2025-07-11,983
1143,Python Developer,Oracle,Ahmedabad,Internship,1-3 Years,2494850,Consulting,"SQL, Power BI, Machine Learning, Tableau",2025-03-30,186
1144,Data Scientist,Cognizant,Pune,Internship,Fresher,412631,Healthcare,"Tableau, Azure",2025-08-14,115
1145,Data Scientist,IBM,Kolkata,Full-time,Fresher,2337299,Consulting,"Azure, Machine Learning, Pandas",2025-06-28,955
1146,SQL Developer,Google,Delhi,Full-time,Fresher,1669117,Consulting,"Power BI, Excel, Pandas, SQL",2025-12-04,818
1147,Data Analyst,Capgemini,Bengaluru,Internship,Fresher,2430382,IT Services,"NumPy, Azure, Statistics, Pandas",2025-07-26,564
1148,Python Developer,HCL,Mumbai,Full-time,5+ Years,1080646,Analytics,"Statistics, Azure, NumPy, Python, Excel",2025-11-26,29
1149,Business Analyst,Capgemini,Kolkata,Internship,5+ Years,1533027,Finance,"Python, NumPy, Azure, SQL",2025-09-09,974
1150,BI Developer,Flipkart,Ahmedabad,Contract,1-3 Years,1565558,E-commerce,"NumPy, Python",2025-02-15,53
1151,SQL Developer,Accenture,Mumbai,Contract,Fresher,2069506,E-commerce,"NumPy, Machine Learning, Python",2025-06-05,937
1152,Business Analyst,Deloitte,Pune,Full-time,3-5 Years,556031,E-commerce,"Pandas, Excel, Python",2025-04-20,51
1153,Python Developer,Flipkart,Hyderabad,Internship,Fresher,1258257,E-commerce,"Power BI, Statistics, Excel, Azure",2025-07-15,944
1154,Data Analyst,Wipro,Pune,Contract,1-3 Years,1332907,Finance,"Excel, Tableau, Statistics, Machine Learning",2025-07-25,15
1155,SQL Developer,Tech Mahindra,Gurugram,Full-time,5+ Years,1312943,Healthcare,"Statistics, Python",2025-08-01,717
1156,Data Scientist,Oracle,Noida,Full-time,Fresher,733512,Consulting,"SQL, Power BI, Machine Learning, Azure, Pandas",2025-08-18,267
1157,SQL Developer,HCL,Kolkata,Internship,3-5 Years,1346807,IT Services,"Statistics, Excel",2025-12-15,978
1158,Data Engineer,Accenture,Pune,Contract,Fresher,2216948,Finance,"SQL, Excel",2025-02-14,43
1159,Data Scientist,Infosys,Hyderabad,Full-time,5+ Years,1805675,Finance,"Pandas, Python, Excel",2025-07-18,791
1160,ML Engineer,TCS,Ahmedabad,Full-time,1-3 Years,1681715,Analytics,"Machine Learning, Pandas, Excel",2025-04-18,928
1161,Data Analyst,Tech Mahindra,Chennai,Full-time,3-5 Years,2370617,IT Services,"Power BI, Excel, Machine Learning",2025-11-26,678
1162,Data Analyst,Amazon,Delhi,Full-time,1-3 Years,2466927,Analytics,"Power BI, NumPy, Machine Learning",2025-08-13,63
1163,Business Analyst,Tech Mahindra,Kolkata,Contract,Fresher,962676,E-commerce,"Machine Learning, Python, Power BI, NumPy",2025-02-27,705
1164,Data Analyst,Tech Mahindra,Bengaluru,Contract,Fresher,1875407,Healthcare,"Excel, Python",2025-04-30,582
1165,Business Analyst,TCS,Delhi,Contract,5+ Years,1434758,E-commerce,"Pandas, Excel, Azure, Tableau, Power BI",2025-10-07,358
1166,Data Engineer,Deloitte,Pune,Internship,3-5 Years,1188852,Consulting,"Power BI, Statistics, Tableau, SQL",2025-11-22,381
1167,SQL Developer,Google,Gurugram,Full-time,Fresher,2179094,Finance,"Statistics, Power BI, Machine Learning",2025-01-11,218
1168,SQL Developer,Flipkart,Chennai,Internship,5+ Years,2111821,Finance,"Machine Learning, Azure, NumPy, Pandas, Excel",2025-07-27,141
1169,Python Developer,Accenture,Noida,Contract,1-3 Years,1066219,E-commerce,"Pandas, NumPy, Statistics, Power BI",2025-09-29,664
1170,Python Developer,Tech Mahindra,Pune,Internship,Fresher,2147166,Analytics,"Python, Excel, NumPy, Power BI, Tableau",2025-06-07,916
1171,SQL Developer,Flipkart,Kolkata,Internship,1-3 Years,2107994,IT Services,"Statistics, Power BI, Tableau",2025-03-22,768
1172,Data Scientist,Oracle,Chennai,Contract,1-3 Years,882011,Finance,"Pandas, Excel, Power BI, Statistics",2025-12-15,958
1173,ML Engineer,IBM,Ahmedabad,Contract,Fresher,657118,IT Services,"Python, Azure",2025-09-07,947
1174,ML Engineer,Amazon,Hyderabad,Internship,3-5 Years,1101473,E-commerce,"Excel, Tableau, SQL",2025-01-28,376
1175,ML Engineer,IBM,Delhi,Internship,3-5 Years,984917,Analytics,"SQL, NumPy, Power BI, Azure",2025-11-16,172
1176,Business Analyst,Cognizant,Ahmedabad,Internship,1-3 Years,2219509,E-commerce,"Excel, SQL, Power BI, Azure",2025-08-01,104
1177,Data Scientist,Flipkart,Chennai,Internship,5+ Years,2250179,Consulting,"Azure, Machine Learning",2025-01-21,958
1178,Data Scientist,Deloitte,Bengaluru,Internship,3-5 Years,1675126,IT Services,"SQL, Power BI, NumPy, Tableau",2025-08-14,312
1179,SQL Developer,Flipkart,Pune,Full-time,1-3 Years,1595107,Analytics,"Machine Learning, Pandas",2025-12-13,21
1180,SQL Developer,Wipro,Mumbai,Internship,1-3 Years,2403451,Analytics,"Pandas, Machine Learning",2025-11-15,932
1181,Data Analyst,Oracle,Noida,Contract,3-5 Years,1353577,Finance,"Machine Learning, Python, Tableau, Azure, Statistics",2025-03-27,474
1182,Business Analyst,Capgemini,Kolkata,Full-time,1-3 Years,294786,E-commerce,"Tableau, Statistics",2025-12-04,209
1183,SQL Developer,Tech Mahindra,Bengaluru,Contract,3-5 Years,1823459,Analytics,"NumPy, Statistics, Azure, Machine Learning",2025-08-29,355
1184,ML Engineer,Microsoft,Gurugram,Contract,1-3 Years,2300303,Analytics,"SQL, Pandas, Azure, Statistics",2025-03-09,687
1185,Business Analyst,TCS,Pune,Full-time,1-3 Years,562117,Consulting,"SQL, Power BI, Excel, Statistics",2025-06-13,94
1186,Data Analyst,Microsoft,Bengaluru,Contract,3-5 Years,545206,Consulting,"Machine Learning, SQL, NumPy, Python, Azure",2025-02-08,147
1187,Business Analyst,Wipro,Hyderabad,Contract,Fresher,266110,Finance,"Excel, Python, SQL",2025-04-13,401
1188,Python Developer,Deloitte,Noida,Contract,5+ Years,1030412,Finance,"Azure, Python, Pandas, SQL",2025-06-14,524
1189,Business Analyst,Wipro,Noida,Internship,1-3 Years,1044172,E-commerce,"SQL, Excel",2025-01-04,196
1190,Python Developer,Wipro,Chennai,Contract,3-5 Years,1979235,Healthcare,"Excel, Statistics, Tableau, NumPy",2025-06-14,358
1191,Data Analyst,Oracle,Gurugram,Internship,1-3 Years,521175,IT Services,"Pandas, Machine Learning",2025-05-04,929
1192,SQL Developer,Infosys,Delhi,Full-time,Fresher,1585458,Healthcare,"Azure, SQL, Tableau, Machine Learning",2025-01-31,864
1193,Data Engineer,Capgemini,Delhi,Internship,5+ Years,1509327,Finance,"NumPy, Excel, Azure, Tableau",2025-06-13,179
1194,ML Engineer,Tech Mahindra,Delhi,Internship,3-5 Years,1941318,Finance,"Pandas, Power BI, NumPy, Machine Learning, Excel",2025-01-22,434
1195,Data Scientist,Google,Mumbai,Internship,1-3 Years,1925281,Analytics,"Statistics, Power BI",2025-01-13,159
1196,Data Scientist,Accenture,Hyderabad,Full-time,5+ Years,2230920,Consulting,"Machine Learning, Excel, Python, NumPy",2025-10-31,406
1197,BI Developer,Amazon,Kolkata,Internship,1-3 Years,1046691,Finance,"Statistics, Azure, Power BI, Excel, Machine Learning",2025-03-23,66
1198,Business Analyst,Infosys,Mumbai,Contract,5+ Years,1463503,Consulting,"NumPy, Pandas, Excel",2025-06-30,431
1199,Data Analyst,HCL,Pune,Internship,3-5 Years,2049345,Healthcare,"Azure, Power BI",2025-09-09,547
1200,ML Engineer,Microsoft,Mumbai,Contract,1-3 Years,1800078,Healthcare,"SQL, Python, Pandas, Power BI, Excel",2025-05-25,257
1201,ML Engineer,Microsoft,Noida,Internship,5+ Years,1426633,Healthcare,"Azure, Machine Learning, Excel, SQL",2025-04-18,993
1202,Python Developer,Microsoft,Ahmedabad,Contract,1-3 Years,1294797,Finance,"Python, Machine Learning, SQL, Excel, Pandas",2025-06-14,643
1203,Business Analyst,Cognizant,Delhi,Internship,3-5 Years,530705,Finance,"Excel, Tableau, Power BI, Pandas, Python",2025-06-14,490
1204,Python Developer,Oracle,Bengaluru,Internship,3-5 Years,2273974,Healthcare,"Tableau, Machine Learning, Pandas",2025-05-07,326
1205,Python Developer,Amazon,Noida,Contract,Fresher,1489918,E-commerce,"Excel, NumPy",2025-11-06,823
1206,BI Developer,Accenture,Chennai,Internship,Fresher,1500645,Analytics,"Power BI, Tableau, Python",2025-09-16,34
1207,SQL Developer,Infosys,Mumbai,Internship,1-3 Years,2123533,E-commerce,"NumPy, Power BI, Pandas, Statistics, Azure",2025-11-30,115
1208,Data Engineer,HCL,Noida,Contract,5+ Years,1444381,Consulting,"Machine Learning, Python, SQL",2025-05-21,58
1209,Data Engineer,Capgemini,Pune,Internship,5+ Years,356809,E-commerce,"Machine Learning, Statistics, Power BI, Pandas, Tableau",2025-06-17,861
1210,BI Developer,Capgemini,Ahmedabad,Contract,Fresher,2396260,IT Services,"Pandas, SQL, NumPy",2025-01-18,148
1211,Business Analyst,Cognizant,Pune,Contract,1-3 Years,635286,Analytics,"Machine Learning, SQL, Statistics, Power BI",2025-03-19,773
1212,Data Engineer,Tech Mahindra,Kolkata,Full-time,5+ Years,1910903,E-commerce,"NumPy, SQL, Excel",2025-02-05,464
1213,Business Analyst,Google,Gurugram,Full-time,1-3 Years,487037,E-commerce,"Python, Excel",2025-03-23,495
1214,Data Analyst,Accenture,Noida,Full-time,1-3 Years,2349600,Analytics,"Statistics, Azure, Python, Tableau",2025-01-22,788
1215,Data Engineer,TCS,Chennai,Contract,Fresher,418317,Consulting,"Excel, Azure",2025-05-29,601
1216,Data Analyst,Capgemini,Hyderabad,Contract,3-5 Years,2385524,Consulting,"Excel, Power BI, Python, Machine Learning, Statistics",2025-09-09,642
1217,BI Developer,Cognizant,Mumbai,Contract,5+ Years,920515,Consulting,"Machine Learning, Excel, Azure, Power BI",2025-05-25,407
1218,BI Developer,Deloitte,Bengaluru,Internship,5+ Years,1108112,Consulting,"Python, Statistics",2025-03-03,828
1219,Python Developer,Accenture,Ahmedabad,Contract,3-5 Years,1149017,Healthcare,"Machine Learning, Pandas, Python, Azure",2025-02-24,646
1220,BI Developer,Accenture,Kolkata,Full-time,3-5 Years,301843,Consulting,"Machine Learning, Excel, Pandas",2025-04-28,974
1221,ML Engineer,Deloitte,Chennai,Contract,1-3 Years,2312264,Finance,"Excel, SQL, NumPy, Python",2025-07-18,878
1222,Data Analyst,Amazon,Bengaluru,Internship,Fresher,1522747,Finance,"Azure, Power BI, SQL, Python, NumPy",2025-01-16,225
1223,Python Developer,Tech Mahindra,Mumbai,Full-time,3-5 Years,2001067,E-commerce,"Tableau, Python",2025-11-27,925
1224,BI Developer,Wipro,Gurugram,Internship,1-3 Years,754679,E-commerce,"Pandas, Power BI",2025-03-03,19
1225,Business Analyst,Microsoft,Noida,Internship,3-5 Years,1382742,IT Services,"SQL, Power BI, Excel, Python, Pandas",2025-02-27,699
1226,Data Analyst,TCS,Delhi,Internship,5+ Years,1979832,Consulting,"Azure, Python",2025-07-13,677
1227,BI Developer,Microsoft,Gurugram,Contract,5+ Years,1100179,Analytics,"Tableau, Excel",2025-02-02,245
1228,Data Engineer,Google,Bengaluru,Contract,Fresher,2075967,Healthcare,"Excel, Python, Tableau, Power BI, NumPy",2025-12-20,617
1229,Data Engineer,Amazon,Delhi,Contract,1-3 Years,1815597,E-commerce,"NumPy, Azure, Power BI, Pandas",2025-07-08,757
1230,ML Engineer,Tech Mahindra,Pune,Contract,5+ Years,1810742,Finance,"Tableau, Power BI, Pandas, Machine Learning",2025-11-24,560
1231,ML Engineer,Tech Mahindra,Hyderabad,Contract,3-5 Years,827310,Analytics,"Pandas, Azure, Power BI, Python",2025-07-28,356
1232,Data Scientist,IBM,Mumbai,Contract,1-3 Years,835194,Consulting,"SQL, Statistics, Azure, Tableau, NumPy",2025-09-17,47
1233,Business Analyst,IBM,Bengaluru,Internship,1-3 Years,1201194,E-commerce,"Pandas, SQL, Machine Learning, Azure",2025-09-24,861
1234,SQL Developer,Cognizant,Chennai,Full-time,3-5 Years,1961269,E-commerce,"Excel, Pandas",2025-07-11,164
1235,Python Developer,Microsoft,Bengaluru,Contract,Fresher,2327031,Consulting,"Tableau, Excel",2025-12-22,778
1236,BI Developer,Amazon,Noida,Contract,Fresher,1051139,IT Services,"Python, Tableau",2025-07-27,128
1237,Data Scientist,Amazon,Hyderabad,Full-time,3-5 Years,2148339,IT Services,"Machine Learning, Statistics, Python, Azure, Tableau",2025-04-17,312
1238,SQL Developer,Capgemini,Noida,Internship,5+ Years,2256720,E-commerce,"Pandas, Python",2025-06-25,516
1239,ML Engineer,TCS,Gurugram,Contract,5+ Years,1859586,Healthcare,"Statistics, Machine Learning",2025-06-13,976
1240,Data Engineer,TCS,Chennai,Full-time,5+ Years,614185,Finance,"NumPy, SQL, Azure, Pandas",2025-12-17,746
1241,Business Analyst,Deloitte,Chennai,Contract,3-5 Years,1262415,Healthcare,"Python, Machine Learning, Tableau, Pandas, NumPy",2025-11-20,880
1242,Python Developer,IBM,Chennai,Full-time,Fresher,788482,Healthcare,"NumPy, Pandas",2025-08-20,75
1243,Data Scientist,Deloitte,Gurugram,Contract,5+ Years,2496733,E-commerce,"Tableau, SQL",2025-09-15,719
1244,Data Engineer,Wipro,Delhi,Internship,1-3 Years,417002,Analytics,"Statistics, SQL, Power BI, Azure",2025-09-22,83
1245,Data Engineer,Deloitte,Noida,Full-time,5+ Years,990846,Finance,"Tableau, Power BI",2025-04-12,233
1246,Data Engineer,Accenture,Delhi,Contract,Fresher,675880,Consulting,"Power BI, Python, Pandas",2025-06-24,513
1247,SQL Developer,TCS,Kolkata,Contract,3-5 Years,695972,Finance,"Python, Tableau, Statistics, NumPy, Machine Learning",2025-07-07,437
1248,Business Analyst,Infosys,Gurugram,Contract,3-5 Years,2240723,Finance,"Power BI, SQL, Python",2025-02-04,170
1249,Data Scientist,Oracle,Noida,Internship,3-5 Years,1353129,Finance,"Power BI, Statistics",2025-02-14,123
1250,Data Analyst,Accenture,Noida,Full-time,3-5 Years,808743,E-commerce,"Python, Machine Learning, Azure, Tableau, Pandas",2025-10-14,120
1251,BI Developer,IBM,Kolkata,Full-time,3-5 Years,824878,Analytics,"Pandas, Excel, NumPy",2025-09-26,684
1252,Data Engineer,Deloitte,Noida,Full-time,1-3 Years,1876792,Healthcare,"Power BI, Azure",2025-09-01,883
1253,Data Scientist,Amazon,Hyderabad,Internship,Fresher,940939,Consulting,"Machine Learning, Excel, Tableau, NumPy, Python",2025-09-19,775
1254,Data Analyst,Amazon,Mumbai,Internship,Fresher,1057846,E-commerce,"Statistics, Pandas, Excel, Machine Learning",2025-08-10,934
1255,Data Engineer,IBM,Kolkata,Internship,1-3 Years,1262255,Healthcare,"Pandas, SQL, Statistics, Tableau",2025-03-07,36
1256,Business Analyst,Cognizant,Hyderabad,Contract,1-3 Years,417556,Analytics,"Statistics, Tableau, Pandas, Machine Learning",2025-08-02,831
1257,BI Developer,Amazon,Kolkata,Contract,3-5 Years,1542440,Finance,"Statistics, NumPy, Power BI, Excel, Pandas",2025-06-24,98
1258,Data Engineer,Capgemini,Kolkata,Contract,Fresher,1305257,E-commerce,"Tableau, Azure, Excel, Power BI",2025-12-21,954
1259,Python Developer,IBM,Noida,Internship,3-5 Years,1054662,Analytics,"Tableau, Azure, Statistics, Machine Learning, Pandas",2025-06-15,197
1260,Data Scientist,Google,Gurugram,Full-time,3-5 Years,1596969,Consulting,"Azure, NumPy, Power BI, Python, Machine Learning",2025-11-10,745
1261,Python Developer,Accenture,Ahmedabad,Contract,3-5 Years,1017884,E-commerce,"Machine Learning, Excel, Statistics, NumPy, Azure",2025-05-30,282
1262,Data Engineer,Cognizant,Mumbai,Full-time,3-5 Years,552200,Analytics,"Statistics, NumPy",2025-10-18,407
